"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"151494852566188033","151481887263690753","39920393","","","2011-12-27 02:49:22 +0000","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry?</a>","@tarantindigital en serio maestro? tiene que dejar un tiempo para pasar a vernos!"
"150738367708004352","","","150668332016738304","14335498","2011-12-25 00:43:22 +0000","<a href=""http://getscopeapp.com"" rel=""nofollow"">Scope App</a>","RT @newsycombinator: HTC's delays in releasing Linux source code are unacceptable http://t.co/n9dWO6FR","http://j.mp/vyZLGp"
"148534486009782272","","","148484551222636544","97076407","2011-12-18 22:45:55 +0000","<a href=""http://getscopeapp.com"" rel=""nofollow"">Scope App</a>","RT @ieeear: Argentina: Crean la Direcci?n Nacional de Registro de Dominios de Internet http://t.co/vUrjx4Xr","http://fb.me/1jjMfKKyM"
"147679264966324224","147657073579139073","15839747","","","2011-12-16 14:07:35 +0000","<a href=""http://getscopeapp.com"" rel=""nofollow"">Scope App</a>","@carlosm3011 gracias carlos! :)"
"147678936338399233","147657070831878144","399533574","","","2011-12-16 14:06:16 +0000","<a href=""http://getscopeapp.com"" rel=""nofollow"">Scope App</a>","@LACNICLabs gracias por la menci?n! :)"
"147068459501633537","","","","","2011-12-14 21:40:27 +0000","<a href=""http://getscopeapp.com"" rel=""nofollow"">Scope App</a>","RT @NICChile: NIC Chile announces that DNSSEC security extensions are available for .CL domains http://t.co/guhqdPfb // full deployment!","http://www.nic.cl/anuncios/2011-12-14-eng.html"
"146205250544603136","","","145948793605595136","7542902","2011-12-12 12:30:22 +0000","<a href=""http://getscopeapp.com"" rel=""nofollow"">Scope App</a>","RT @cutting: ""More data usually beats better algorithms"" http://t.co/pqPpDQV1","http://anand.typepad.com/datawocky/2008/03/more-data-usual.html"
"145694221351915520","","","145610908998184960","21293468","2011-12-11 02:39:43 +0000","<a href=""http://getscopeapp.com"" rel=""nofollow"">Scope App</a>","RT @patrikhson: I want one! RT @dan_wing: #ipv6 buddy to help with those link IPv6 addresses http://t.co/2cyqTIYD","http://www.ipv6buddy.com/"
"145150699406233600","","","145138305476984832","15839747","2011-12-09 14:39:58 +0000","web","RT @carlosm3011: #LACNIC #RPKI #LACNICLabs looking glass de informacion de validacion de origen http://t.co/b2DDxLpG","http://bit.ly/w0CK3S"
"144984286146207744","","","","","2011-12-09 03:38:42 +0000","<a href=""http://getscopeapp.com"" rel=""nofollow"">Scope App</a>","RT @ianawhois: IANA whois: new TLD CW http://t.co/VQa9bOmw // bienvenido Cura?ao!","http://www.iana.org/domains/root/db/cw.html"
"144983586720845825","144944829594484737","34551076","","","2011-12-09 03:35:55 +0000","<a href=""http://getscopeapp.com"" rel=""nofollow"">Scope App</a>","@dfuentealba en nic.cl van tus dns, no la ip de tumblr. Es parecido a esto  http://t.co/xRAVOClK","http://bit.ly/sH8f8X"
"144980179347968001","","","","","2011-12-09 03:22:23 +0000","<a href=""http://getscopeapp.com"" rel=""nofollow"">Scope App</a>","Detectando spam analizando caracter?sticas del stream TCP del MTA http://t.co/T9ZGU3Vw (pdf) #lisa11","http://bit.ly/tBuBaH"
"144977023805304832","144897274273726464","156142024","","","2011-12-09 03:09:50 +0000","<a href=""http://getscopeapp.com"" rel=""nofollow"">Scope App</a>","@secastro felicitaciones! :) listos para el ds a la raiz?"
