"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"478307982","","","","","2007-12-07 14:13:08 +0000","im","solucionando cargas de zonas en .cl"
