"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"281029151949979649","","","","","2012-12-18 13:32:25 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","Perl 25th anniversary - The First Twenty-Five Years http://t.co/l7WEzMyQ","http://news.perlfoundation.org/2012/12/the-first-twenty-five-years.html"
"280696909365145600","","","","","2012-12-17 15:32:12 +0000","web","Maldito spam... ?cu?ntas aberraciones se cometen en tu nombre?"
"279602791620698112","","","279601316572045312","58899916","2012-12-14 15:04:34 +0000","web","RT @derechosdigital: @huguei @deblebrown corregimos: pa?s sudamericano :)"
"279600938405228544","279535148981182464","58899916","","","2012-12-14 14:57:13 +0000","web",".@derechosdigital @deblebrown entend? que Costa Rica fue el primero // Chile ser?a el primer pa?s latam en anunciar que no firma en #WCIT"
"279420034839875584","","","","","2012-12-14 02:58:22 +0000","web","RT @sstephenson You Are Not Your Code: http://t.co/8CFaG27J // retreat your ideas when prove untenable or when something better comes along","http://sstephenson.us/posts/you-are-not-your-code"
"279353166196273152","279330392224452609","14148463","","","2012-12-13 22:32:39 +0000","<a href=""http://twicca.r246.jp/"" rel=""nofollow"">twicca</a>","@bilsoncl la m?a igual! Por eso nunca he entendido tantos reclamos contra los filtros. Los spams son ruido de fondo :)"
"279285056709726208","279274817159585792","198901497","","","2012-12-13 18:02:01 +0000","web","@cwatsonc c?mo va todo?"
"279280323773214721","","","","","2012-12-13 17:43:12 +0000","web","A prop?sito de la moda del QRcode http://t.co/ERCguKtR","http://picturesofpeoplescanningqrcodes.tumblr.com/"
"278138143180460032","","","","","2012-12-10 14:04:35 +0000","<a href=""https://www.thunderclap.it"" rel=""nofollow"">Thunderclap</a>","The #Internet helps my #VoiceCount in regards to my right to be part of public life &amp; my country's political decisions http://t.co/lBL5kcPA","http://thndr.it/UpIVuX"
"277856542894735360","","","277773978523815936","82282572","2012-12-09 19:25:36 +0000","<a href=""http://twicca.r246.jp/"" rel=""nofollow"">twicca</a>","RT @AlecJRoss: On this date in 1968, a computer mouse was demo'd for the 1st time. Here's what it looked like --&gt; http://t.co/rzdOge39","http://twitter.com/huguei/status/277856542894735360/photo/1"
"277631015630036992","","","","","2012-12-09 04:29:26 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","I just supported International Human Rights Day on Thunderclap! http://t.co/Aghkc6bi","http://thndr.it/TUxaLY"
"277614801801342976","","","","","2012-12-09 03:25:01 +0000","web","Penetration of TDSS botnet's C&amp;C servers http://t.co/5ujeeqDZ","http://nobunkum.ru/analytics/en-tdss-botnet"
"276297542524882946","","","","","2012-12-05 12:10:42 +0000","<a href=""http://twicca.r246.jp/"" rel=""nofollow"">twicca</a>","Las app store ya forman un mercado ""capitalista perfecto"" // Half of all app store revenue goes to just 25 developers  http://t.co/4tCzL1SB","http://www.theregister.co.uk/2012/12/04/top_25_app_devs_earn_half_of_revenue/"
"276294294946582528","","","","","2012-12-05 11:57:47 +0000","<a href=""http://twicca.r246.jp/"" rel=""nofollow"">twicca</a>","M?s dinero para telecoms no lleva a m?s inversi?n en infraestructura //  ?Sender-pays? rule doesn?t necessarily inc... http://t.co/C9lvS3FV","http://arstechnica.com/tech-policy/2012/12/sender-pays-rule-doesnt-necessarily-increase-telecom-investment/"
"276169953021927424","","","","","2012-12-05 03:43:42 +0000","<a href=""http://twicca.r246.jp/"" rel=""nofollow"">twicca</a>","BIND 9 servers using DNS64 can be crashed by a crafted query https://t.co/0OaTUdzP cc @carlosm3011 @the_real_r2d2","https://kb.isc.org/article/AA-00828"
