"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"263358433988853760","","","","","2012-10-30 19:15:18 +0000","web","Post-mortem in AWS outage last week http://t.co/ondrz95x // everything is a DNS problem.","http://aws.amazon.com/en/message/680342"
"263019444752760833","","","","","2012-10-29 20:48:16 +0000","web","Weboob - collection of apps able to interact with websites without using a browser http://t.co/v0GrLLdo // ? command-line ones!","http://weboob.org/"
"262756615307001859","","","","","2012-10-29 03:23:53 +0000","web","NIC Chile joined the NLNOG RING https://t.co/K7KOXqNH // a community of servers for worlwide monitoring","https://ring.nlnog.net/news/2012/10/nic-chile-joined-the-ring/"
"262177918434816002","","","261529146675576832","399533574","2012-10-27 13:04:21 +0000","<a href=""http://twicca.r246.jp/"" rel=""nofollow"">twicca</a>","RT @LACNICLabs: #lacnic10 #lacnog2012 The conference border routers will perform #RPKI Origin Validation, one of the first production ne ..."
"262013369891053568","","","261828004043423744","239845436","2012-10-27 02:10:30 +0000","<a href=""http://twicca.r246.jp/"" rel=""nofollow"">twicca</a>","RT @niclabscl: Anunciamos Adkintun Mobile, investigando la  calidad del servicio en el acceso Internet m?vil http://t.co/1Ko29LVj","http://www.niclabs.cl/adkintunmobile"
"260209518779191296","260206890796056577","103130659","","","2012-10-22 02:42:38 +0000","<a href=""http://twicca.r246.jp/"" rel=""nofollow"">twicca</a>","@Maripiwi eso es si tienes hospedaje de correo en tu dominio. Puedes dejarlo en blanco por ahora."
"260003519317295104","","","","","2012-10-21 13:04:04 +0000","<a href=""http://twicca.r246.jp/"" rel=""nofollow"">twicca</a>","Encryption found insufficient in many Android apps http://t.co/pgcW2kpj // research of apps with lack or tls misuse #security #mitm","http://www.h-online.com/security/news/item/Encryption-found-insufficient-in-many-Android-apps-1732847.html"
"259245232288329728","","","259194829353930752","5734242","2012-10-19 10:50:54 +0000","<a href=""http://twicca.r246.jp/"" rel=""nofollow"">twicca</a>","RT @ChaToX: ?Internet no ser? otra televisi?n! http://t.co/m7oUA9Po - gracias a @X_Net_ @YochaiBenkler @Doctorow","http://manzanamecanica.org/podcast/internet_no_sera_otra_television.html"
"258561232859193344","258410608607784960","103130659","","","2012-10-17 13:32:56 +0000","web","@Maripiwi hola, env?ame un DM si a?n necesitas ayuda con el dominio :)"
"257683489422442496","","","257566656950312960","222313264","2012-10-15 03:25:06 +0000","web","RT @jsanmart666: Al final para la industria informatica los cambios de hora volvieron real la amenaza del a?o 2000, pero 2 veces al a?o  ..."
"256603475725651968","","","","","2012-10-12 03:53:30 +0000","<a href=""http://twicca.r246.jp/"" rel=""nofollow"">twicca</a>","Anyone can ""rm -rf /""'s a system, but only a real hacker can restore it with emacs http://t.co/dR1CUrBR","http://justpasha.org/folk/rm.html"
"256117582069895169","","","","","2012-10-10 19:42:44 +0000","web","Hace 10 a?os los proveedores de contenido quer?an que las telco les pagaran. Ahora... exactamente al rev?s: http://t.co/N6WgoVxN","http://www.potaroo.net/ispcol/2012-07/carriagevcontent.html"
"256046976775364610","","","","","2012-10-10 15:02:11 +0000","web","Internationalized Domain Name toolkit 2 (idnkit-2) with IDNA2008 compliance, from JPRS http://t.co/xOEHY9Cz","http://jprs.co.jp/idn/index-e.html"
"253551597186064384","","","253511792221884416","399533574","2012-10-03 17:46:26 +0000","web","RT @LACNICLabs: Nuevo en #LACNICLabs: Estrategias de despliegue de IPv6 para Chile (contribuci?n invitada) http://t.co/BF1n3R5q","http://www.labs.lacnic.net/site/estrategias-despliegue-ipv6-chile"
"253478729693659137","","","253474074339209217","7295362","2012-10-03 12:56:53 +0000","web","RT @hugo_zara: @ChaToX @huguei En 2011 IBM rompi? el record de patentes acordadas a una empresa en un a?o: m?s de 6180! http://t.co/hQpJkLEC","http://www-03.ibm.com/press/us/en/pressrelease/36463.wss"
"253473140510953472","","","253434638469586944","5734242","2012-10-03 12:34:40 +0000","web","RT @ChaToX: Estudio indica que menos patentes significa m?s innovaci?n http://t.co/NQ5Vy4YY via @huguei","http://manzanamecanica.org/2012/10/estudio_indica_que_menos_patentes_significa_mas_innovacion.html"
"252790750629199872","252612280116727808","47350391","","","2012-10-01 15:23:06 +0000","web","@latinoamericann gracias por la aclaraci?n!"
