"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"1417671066","","","","","2009-03-30 13:29:03 +0000","<a href=""http://identi.ca/"" rel=""nofollow"">Identica</a>","sonic youth 3 - radiohead 1"
