"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"195179758731010048","","438372084","","","2012-04-25 15:57:35 +0000","web","@Deploy360 the site http://t.co/3tuMoo1T is giving me a blank body page. http://t.co/Ccth2gVa works ok. Is an official name the former one?","http://deploy360.org","http://internetsociety.org/deploy360"
"195146459170078720","","","194882161579528192","239845436","2012-04-25 13:45:16 +0000","web","RT @niclabscl: NIC Chile Research Labs apoya t?cnicamente nuevo plebiscito sobre la Salud en Chile |  http://t.co/rf0nBbwl","http://bit.ly/I3v6vf"
"194386657988968448","","","","","2012-04-23 11:26:05 +0000","<a href=""http://twicca.r246.jp/"" rel=""nofollow"">twicca</a>","New Study Reveals How Internet Exchange Points (IXPs) Spur Internet Growth in Emerging Markets | In http://t.co/4d3XP9vE","http://internetsociety.org/news/new-study-reveals-how-internet-exchange-points-ixps-spur-internet-growth-emerging-markets"
"192998758718517249","","","","","2012-04-19 15:31:04 +0000","web","RT @cwatsonc http://t.co/cNo4aWQD. 300 IN AAAA 2400:cb00:2048:1::8d65:7c97 @Deploy360 @internetsociety @isoccr // congrats! :)","http://www.presidencia.go.cr"
"192995301613764608","","","192899378170695681","399533574","2012-04-19 15:17:20 +0000","web","RT @LACNICLabs: Seminario virtual - HandsOn IPv6 - Tuneles, DNS y Web, http://t.co/uJNTfCFB #IPv6 #LACNIC","http://eventos.lacnic.net/web/preregistered/id/226578"
"192077632072974336","","","191903523485655040","1014821","2012-04-17 02:30:50 +0000","web","RT @fanf: http://t.co/pQkVEH6W - Visualizing WiFi signal strength through space with a bar of lights and long exposure photography.","http://dotat.at/:/82TPK"
"191850551946907648","191301094700351488","14388487","","","2012-04-16 11:28:30 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@abustamante_tic @jpiquer no es por disculpar a transbank, pero para mi lejos lo peor son los despachos. Falta mucho ah?."
"190766276606570496","190698005165387777","461767402","","","2012-04-13 11:39:59 +0000","<a href=""http://getscopeapp.com"" rel=""nofollow"">Scope App</a>","@OrangeMorishi_e mnemonic: technology that aids memorization :("
"190044419024625666","","","189736212838363136","15467231","2012-04-11 11:51:35 +0000","<a href=""http://getscopeapp.com"" rel=""nofollow"">Scope App</a>","RT @dani_latorre: ?Eres una mujer geek? Google te paga los gastos de asistencia a conferencias http://t.co/Y3snBkH8 #developars","http://www.javahispano.org/portada/2012/4/10/eres-una-mujer-geek-google-te-paga-los-gastos-de-asistencia.html"
"187611058045849601","","","187581549657591808","17396038","2012-04-04 18:42:16 +0000","web","RT @jedisct1: dig aries.horoscope txt @208.67.222.222 #horoscopeoverdns"
