"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"307059805409923072","","","306918929903779840","1215561216","2013-02-28 09:28:57 +0000","web","RT @tweets4sci: Donate your tweets today! http://t.co/0LtvHytrQi is an open data project that seeks to create a public collection of use ...","http://tweetsforscience.org"
"307046827465777153","","","306787257497571328","19766656","2013-02-28 08:37:22 +0000","web","RT @diariomotor: ¿Qué hace Kimi Räikkönen en una playa española? Renault nos lo contará en Ginebra http://t.co/9R0xpyVAs0 @Renault_Live","http://bit.ly/12aVbb1"
"306831326273732611","","","","","2013-02-27 18:21:03 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","RT @manusporny Calling all graphic designers - logo contest launched for new W3C technology: http://t.co/ef8xultPaS #w3c #jsonld","http://ow.ly/i69KR"
"306821590564343808","","","","","2013-02-27 17:42:22 +0000","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Skischuhe http://t.co/joA4O0nn3m","http://instagr.am/p/WPkGLVO61p/"
"306683713721335808","","","306675240426147840","29639366","2013-02-27 08:34:29 +0000","web","RT @javahispano: RT @dani_latorre: Dilbert Daily Strip: 2013-02-25: http://t.co/aY1UwQ9yPd","http://www.dilbert.com/strips/comic/2013-02-25/"
"306512057640026112","","","","","2013-02-26 21:12:23 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","que saque a @Guaje7Villa ya!"
"306491870702362626","","","","","2013-02-26 19:52:10 +0000","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","vamos messi! http://t.co/bhF8eePpDP","http://instagr.am/p/WNOOeyu63G/"
"306491453654323200","","","","","2013-02-26 19:50:31 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","What most schools don't teach http://t.co/LaUAAWMmwn","http://youtu.be/nKIu9yen5nc"
"306344571019878400","","","","","2013-02-26 10:06:51 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","Asturias viaja dentro de ti http://t.co/u4T0jLClhB","http://youtu.be/Hh8DmMfqd3g"
"306128957735059457","","","","","2013-02-25 19:50:05 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","RT @bitbucket Pull requests now with reviewers and smarter notifications on @bitbucket #git #hg http://t.co/HeEVYQDmkc","http://ow.ly/i2fji"
"306092767535300609","","","","","2013-02-25 17:26:17 +0000","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Big Lewoski moment http://t.co/Xlv7cgov5U","http://instagr.am/p/WKYsVGO6xU/"
"306014306179379200","306010104371769345","161383591","","","2013-02-25 12:14:30 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@diegoberrueta interesantes conclusiones xD"
"306000961166524416","305997582537207810","161383591","","","2013-02-25 11:21:29 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@diegoberrueta en una refactorizacion al sistema de ficheros no pareció importarle las mayúsculas"
"305971850721234944","","","","","2013-02-25 09:25:48 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","another example why osx sucks for development https://t.co/T7qSDNuUKC","https://git-wip-us.apache.org/repos/asf?p=incubator-marmotta.git;a=commitdiff;h=3a4c531e8ba184b8d8782bdff3413bff3b23ff36"
"305944336112168961","","","304090778400088064","265696487","2013-02-25 07:36:28 +0000","web","RT @WillyFerrell: Today's kids will never knew the joy of slamming a phone down after an argument, now all you can do is poke your scree ..."
"305751308919529472","","","","","2013-02-24 18:49:27 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","Skifahren lernen in Filzmoos http://t.co/HP00nSKoDi","http://youtu.be/LqV-WkIknuI"
"305737190183407616","","","304652505013436416","14274132","2013-02-24 17:53:21 +0000","web","RT @JPBarlow: Privacy has become currency. We pay for ""free"" services with personal information. - Linda Doyle #ttivanguard"
"305735385978388480","","","","","2013-02-24 17:46:10 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","RT @nachomp Sorted list of overhyped terms in Computer Science: Internet of Things (gold medal), Smart Cities (silver), Big Data (bronze) :D"
"305602386142064640","","","","","2013-02-24 08:57:41 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","RT @johnbreslin Has the term ""big data"" become worthless? http://t.co/EacZTg9MQB","http://lnkd.in/tpiVFN"
"305456053796081664","","","","","2013-02-23 23:16:12 +0000","<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>","The Top 6 Eating Habits of The Spanish http://t.co/BeKAs9KRh4 via @spanishfoodwrld","http://www.spanishfoodworld.co.uk/eating-habits-spain/"
"305415728570445824","","","","","2013-02-23 20:35:58 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","Mr. White in #Argo!"
"305353071062568960","","","","","2013-02-23 16:26:59 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","Carolina Ruiz gana el primer descenso de la historia de España http://t.co/7DyoHCowgK","http://www.marca.com/2013/02/23/mas_deportes/nieve/1361619239.html"
"305255010525122560","","","","","2013-02-23 09:57:20 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","Coding Confessional http://t.co/UwQfQCdMjM via @diegoberrueta","http://www.codingconfessional.com/?sort=absolves"
"304990486664458242","","","","","2013-02-22 16:26:13 +0000","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Filzmooz http://t.co/yKiFWL3f6H","http://instagr.am/p/WCjTroO6yu/"
