"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"397888012","","","","","2007-11-08 11:40:22 +0000","web","""(Articulo) Experimentando con sitios web en produccion"" Hace algun tiempo le contaba a Labra acerca de como se pueden experimentar..."
