"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"893151270","","","","","2008-08-20 11:45:17 +0000","web","""More on visualization design patterns"" A couple of months ago I noted a bunch of links about visualization design patterns. Yesterday I..."
