"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"509279372","","","","","2007-12-18 00:36:19 +0000","web","""(Miscelanea) Seminario sobre metodologia investigadora"" Hoy y manana (17 y 18 de diciembre) se va a impartir un seminario sobre..."
