"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"832012296","","","","","2008-06-11 08:40:11 +0000","web","""(Wikipedia+Wordnet) Hoja de ruta (Episodio II)"" En estos momentos se deberia disponer de una base de datos en la que una serie de..."
"831505014","","","","","2008-06-10 17:28:53 +0000","web","""Libro recomendable: Freakonomics"" Hace ya tiempo que lei &quot;Freakonomics&quot; pero hace unos dias que he vuelto a releerlo. Se..."
"830605343","","","","","2008-06-09 16:40:54 +0000","web","""Transparencias para la asignatura ""Web Semantica"""" La semana pasada imparti 3 dias en la asignatura &quot;Web Semantica&quot; del..."
