"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"53482781874995201","53480107133775873","8347992","","","2011-03-31 15:44:23 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","@2qx Documentando ""Karadima-style"" ?"
"52921685715857408","52921479926513664","14175819","","","2011-03-30 02:34:47 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","@the_hh @madestro My home?pata me dijo que de noche la comida tiene la mitad de calor?as...."
"52852783338098688","52852576336609280","11638712","","","2011-03-29 22:01:00 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","@vramiro iajas = viajas"
"52852713863655425","52852576336609280","11638712","","","2011-03-29 22:00:43 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","@vramiro pucha que iajas... eres ramiro-yates ? xD"
"52834972167450624","52829415230554112","12719052","","","2011-03-29 20:50:13 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","@badger_cl ponle candado a tu vida... veras como se soluciona"
"52806663186563073","","","","","2011-03-29 18:57:44 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","Borghi: ""Vamos equipo, si ganan les hago el tremendo asado!!!!"""
"52804945728110592","52803492494049280","17369964","","","2011-03-29 18:50:54 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","@olyerickson No, finishing the book chapter (BTW, remember is ColOmbia or @juansequeda's head will explode :-P )"
"52803393902751744","","","","","2011-03-29 18:44:44 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","Impressed by Japanese prog band Doppler 444"
"52802455062323200","","","","","2011-03-29 18:41:00 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","RT: @captainbriceno: Good programmers dont want to be managers. That is why we have the managers that we have | @lgolborne el informatico"
"52794361221611520","52793026329837568","58967234","","","2011-03-29 18:08:51 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","@madestro Compadezco al resto de los integrantes de la reunion..."
"52779673700143104","","","","","2011-03-29 17:10:29 +0000","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","RT: @chanolio: Los servidores van a quedar peor que la Alameda con tanto parche para el cambio de hora / La Alameda esta parametrizada?"
