"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"310126962930749440","","","","","2013-03-08 20:36:44 +0000","web","""Las patentes son al mundo de la tecnología lo que fue la Iglesia a la ciencia"""
"310101512053465088","310090239106486272","198609736","","","2013-03-08 18:55:36 +0000","web","@carballude_es @mafias Tradicional bullshit en el que se valora más lo extranjero por omisión."
"310001442238910464","","","309996422453932034","136283927","2013-03-08 12:17:58 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ComputingOviedo: Convocatoria de cinco becas en el CERN http://t.co/iMAaV0sVhZ","http://bit.ly/YGoAVh"
"309739805103751168","","","309406610382540800","126084292","2013-03-07 18:58:18 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Oreo: .@intel Thanks! You're this cookie's favorite chip. http://t.co/ynkqxeXiUz","http://twitter.com/Oreo/status/309406610382540800/photo/1"
"309697915784417280","309691591872888832","40565958","","","2013-03-07 16:11:51 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@nomuerdo Como paisanos :-P"
"309662054166433792","","","","","2013-03-07 13:49:21 +0000","web","ATLAS events 2011-2012 https://t.co/LTU75RtNWr","https://twiki.cern.ch/twiki/pub/AtlasPublic/HiggsPublicResults/4l-FixedScale-NoMuProf2.gif"
"309622941610569729","","","309590664243449856","127855292","2013-03-07 11:13:56 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CERN_JOBS: New #job: Grid Monitoring Developer and Service Manager,Geneva .. http://t.co/cvm38NHhnQ #jobs #Developer #cern #Service_ ...","http://tinyurl.com/d5lxb9c"
"309397263862603778","309396828963606529","40565958","","","2013-03-06 20:17:10 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@nomuerdo ME CAGO EN TODO YA."
"309396146051244032","309384993082339328","40565958","","","2013-03-06 20:12:44 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@nomuerdo HACHAZO (o patada en el bazo). Infalibles."
"309272988291833857","","","309259951384182784","14443194","2013-03-06 12:03:21 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @LordTesla: Gente que pone mts en vez de m para indicar metros. Expulsados para siempre de la Tierra y la humanidad con los que ponen ..."
"309056751792160768","","","309056300078206976","120785940","2013-03-05 21:44:06 +0000","web","RT @luiscastillo73: Si la patada es a un jugador de la selección es una agresión, si es a un jugador del Madrid es un atraco. La misma p ..."
"309056680887476224","309056297234472962","454317942","","","2013-03-05 21:43:49 +0000","web","@manuparada89 Pues con el chicharro de Ronaldo, como tuviera el día, les hace un siete :P #HalaMadrid"
"309055293814362112","","","","","2013-03-05 21:38:18 +0000","web","VAMOS."
"309053844166426624","309053022611329024","159219925","","","2013-03-05 21:32:33 +0000","web","@Riki_Balboa Decían no sé que de de Eurovillarato..."
"309052453259735040","309052062090555393","159219925","","","2013-03-05 21:27:01 +0000","web","@Riki_Balboa Yo estoy (estaba) rodeado de culés. Lo cual es doblemente correcto :D"
"309050645812486144","","16551155","","","2013-03-05 21:19:50 +0000","web","@albmedra Y la chinobatería del Nexus fallece :S"
"309050395060232192","309047851495866372","159219925","","","2013-03-05 21:18:50 +0000","web","@Riki_Balboa Claro que sí, joder. Veo que todavía queda gente como Diox manda :D"
"308910520071749632","","","308625298562375680","148275867","2013-03-05 12:03:01 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @coiipa: 5 becas para el CERN http://t.co/JXYAeNTXe1

http://t.co/cMlvtlnQg9","http://www.linkedin.com/groups/5-Becas-CERN-3745686.S.219197423?view=&gid=3745686&type=member&item=219197423&trk=eml-anet_dig-b_nd-pst_ttle-cn","http://isa.uniovi.es/~vsuarez/CERN/CONVOCATORIAS/Marzo2013.htm"
"308698564207456257","308692413348708352","16551155","","","2013-03-04 22:00:47 +0000","web","@albmedra @naheov Esto esta ya lleno de Ferraris, carteles de Volkswagen y Mercedes :D"
"308367756187811841","","","","","2013-03-04 00:06:17 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Terminal 4 http://t.co/YFfvY86jaS","http://twitter.com/m3drano/status/308367756187811841/photo/1"
"307945577197490177","","","","","2013-03-02 20:08:41 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JOSE MOURINHO"
"307827031868059648","307810042965553152","3451781","","","2013-03-02 12:17:38 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Claudia_4199 JA JA JA… ja"
